sequence_id,prompt,n_frames,mm_mae,mm_rmse,mm_dtw_mae,mm_pearson_r,mm_r2,kin_mae,kin_rmse,kin_dtw_mae,kin_pearson_r,kin_r2,kin_timing_s,mm_timing_s
Breaking_the_Wall_and_Singing_and_standing_at_the_same_time_clip1,breaking the wall and singing and standing at the same time,205,0.01404648832976818,0.02286304160952568,0.01404648832976818,2.7840481031660147e-09,-48612.4453125,0.013489811681210995,0.016947343945503235,0.013489811681210995,0.0,-143799.671875,0.19476883400000133,0.0505751250020694
Simultaneously_sitting_and_Twist_the_waist_2_clip1,simultaneously sitting and twist the waist,152,0.014053208753466606,0.023035919293761253,0.014053208753466606,5.178488748924792e-09,-30188.5,0.014360394328832626,0.018702751025557518,0.014360394328832626,0.0,-76702.2890625,0.14919741699986844,0.05758350000542123
Selling_and_sitting_at_the_same_time_clip1,selling and sitting at the same time,182,0.014056977815926075,0.023128477856516838,0.014056977815926075,1.056319387515714e-08,-31012.357421875,0.015308376401662827,0.021445950493216515,0.015308376401662827,0.0,-79357.484375,0.16163512499997523,0.057784375007031485
sitting_and_Unscrew_the_faucet_at_the_same_time_clip1,sitting and unscrew the faucet at the same time,229,0.014058811590075493,0.022882170975208282,0.014058813452720642,5.314377382603652e-09,-37232.98046875,0.014019357971847057,0.01821368932723999,0.014019357971847057,0.0,-95623.2265625,0.29240091599785956,0.06105166699853726
Hat_Throwing_during_walking_clip1,hat throwing during walking,256,0.01406348031014204,0.023697933182120323,0.01406348217278719,1.4718926077961214e-10,-23957.759765625,0.01769702322781086,0.026852566748857498,0.01769702322781086,0.0,-90700.734375,0.20724562499981403,0.05476562499825377
Drying_the_quilt_during_walking_1_clip1,drying the quilt during walking,226,0.014064835384488106,0.023599406704306602,0.014064835384488106,2.644849672606142e-09,-27165.232421875,0.017197465524077415,0.02594897523522377,0.017197465524077415,0.0,-83910.7734375,0.19016745899989473,0.05317945798742585
Shooting_with_a_Gun_and_standing_at_the_same_time_clip1,shooting with a gun and standing at the same time,170,0.01406640000641346,0.02302212454378605,0.01406640000641346,7.652139477620779e-10,-53532.46484375,0.013819705694913864,0.017465714365243912,0.013819705694913864,0.0,-107945.8359375,0.1683848749999015,0.05536283299443312
Simultaneously_standing_and_Drying_hair_1_clip1,simultaneously standing and drying hair,202,0.014067623764276505,0.02350505441427231,0.014067624695599079,8.322410316452533e-09,-31752.3984375,0.01675020158290863,0.025960981845855713,0.01675020158290863,0.0,-79534.8359375,0.2787709590002123,0.06178941599500831
walking_and_Cutting_Vegetables_at_the_same_time_clip1,walking and cutting vegetables at the same time,218,0.0140690254047513,0.023487156257033348,0.01406902726739645,2.0226389452204785e-08,-29169.095703125,0.015010860748589039,0.020443139597773552,0.015010860748589039,0.0,-85092.125,0.27502541699868743,0.06025029100419488
standing_and_Chest_Pain_at_the_same_time_1_clip1,standing and chest pain at the same time,164,0.014069790951907635,0.023227868601679802,0.01406979002058506,-3.0645586068800412e-09,-30729.50390625,0.013935526832938194,0.017908401787281036,0.013935526832938194,0.0,-86541.5859375,0.21390983399760444,0.05802858399692923
Removing_the_hat_while_sitting_clip1,removing the hat while sitting,134,0.014074321836233139,0.023409564048051834,0.014074322767555714,-1.5044273382613937e-08,-20089.583984375,0.014338093809783459,0.01882334239780903,0.014338093809783459,0.0,-61419.7578125,0.1346537920001083,0.05017233299440704
standing_while_Wear_a_mask_clip1,standing while wear a mask,226,0.014076930470764637,0.02303248830139637,0.014076930470764637,2.9633437925724593e-09,-35440.828125,0.013680456206202507,0.017429782077670097,0.013680456206202507,0.0,-115827.75,0.27863333400091506,0.057762124997680075
Buying_Tickets_while_sitting_1_clip1,buying tickets while sitting,164,0.014077375642955303,0.023160863667726517,0.014077375642955303,-1.041833108672563e-08,-33020.4375,0.014158719219267368,0.019290855154395103,0.014158719219267368,0.0,-91226.6640625,0.15852804200000037,0.06821370900433976
sitting_and_Hand_touches_neck_at_the_same_time_2_clip1,sitting and hand touches neck at the same time,159,0.014080672524869442,0.02333204448223114,0.014080672524869442,1.0595503141530571e-08,-39184.5625,0.014158043079078197,0.01824134774506092,0.014158043079078197,0.0,-81553.34375,0.21146562500143773,0.05764387499948498
Hat_Throwing_during_walking_clip1,hat throwing during walking,256,0.014080754481256008,0.02372906543314457,0.014080754481256008,-2.1525130122768132e-08,-23820.46484375,0.017562836408615112,0.026649581268429756,0.017562836408615112,0.0,-90129.2890625,0.20724562499981403,0.05028962499636691
Twist_your_fingers_and_sitting_at_the_same_time_1_clip1,twist your fingers and sitting at the same time,133,0.014081166125833988,0.022979751229286194,0.014081166125833988,-1.626034973334356e-09,-57952.671875,0.013534815981984138,0.016967112198472023,0.013534815981984138,0.0,-125673.40625,0.18550237499948707,0.06365195800026413
standing_while_Fist_bump_with_both_hands_clip1,standing while fist bump with both hands,143,0.014081296510994434,0.02373374067246914,0.014081296510994434,-2.3364176371387657e-08,-21173.220703125,0.014150520786643028,0.018678264692425728,0.014150520786643028,0.0,-66285.40625,0.18947970800218172,0.05661279198830016
sitting_while_Knock_on_the_door_clip1,sitting while knock on the door,172,0.014086977578699589,0.0232318714261055,0.014086978510022163,-8.914061488951575e-09,-43681.85546875,0.014039929956197739,0.01788444072008133,0.014039929956197739,0.0,-96185.296875,0.22574087500106543,0.05201675000716932
Buying_Tickets_while_sitting_clip1,buying tickets while sitting,221,0.014092447236180305,0.0228256992995739,0.014092447236180305,1.0830006225148736e-08,-35600.8125,0.013453705236315727,0.01698138751089573,0.013453705236315727,0.0,-106234.6796875,0.1994171249999681,0.06437895800627302
sitting_while_Turn_the_neck_clip1,sitting while turn the neck,164,0.014097347855567932,0.02323840744793415,0.014097346924245358,2.7710080896525824e-09,-47530.35546875,0.013680984266102314,0.01706940494477749,0.013680984266102314,0.0,-102989.015625,0.22372258300310932,0.06844975000421982
Simultaneously_Drinking_tea_and_standing_clip1,simultaneously drinking tea and standing,134,0.014102938584983349,0.02296346239745617,0.0141029367223382,-8.997902867236007e-09,-23883.388671875,0.013783569447696209,0.017949122935533524,0.013783569447696209,0.0,-80429.5859375,0.1222374580001997,0.05577512500167359
sitting_during_Listen_to_music_clip1,sitting during listen to music,176,0.014103677123785019,0.022755546495318413,0.014103677123785019,1.5103848172159928e-09,-37927.3671875,0.01342316996306181,0.016823237761855125,0.01342316996306181,0.0,-104874.65625,0.2301036250028119,0.05399991699960083
Calling_during_sitting_clip1,calling during sitting,256,0.014104063622653484,0.023207467049360275,0.01410406269133091,-5.408284931007756e-09,-34199.30859375,0.013651801273226738,0.017826084047555923,0.013651801273226738,0.0,-116089.4140625,0.2481165840000017,0.06071675001294352
Drinking_tea_while_standing_clip1,drinking tea while standing,205,0.014108666218817234,0.023133952170610428,0.014108666218817234,-7.600130302876096e-09,-41209.66796875,0.013399829156696796,0.016767049208283424,0.013399829156696796,0.0,-129906.3828125,0.18768408300002193,0.057742499993764795
Reading_while_walking_1_clip1,reading while walking,256,0.01411781832575798,0.02372792921960354,0.01411782018840313,-7.982507987946974e-10,-28932.978515625,0.017284251749515533,0.026098312810063362,0.017284251749515533,0.0,-81304.1875,0.24015658299981624,0.05951658298727125
Simultaneously_standing_and_Drinking_tea_2_clip1,simultaneously standing and drinking tea,129,0.014118175022304058,0.022672561928629875,0.014118175022304058,3.595429509672954e-09,-34646.6953125,0.013600094243884087,0.01729234866797924,0.013600094243884087,0.0,-89480.2265625,0.18970374999980777,0.055336666002403945
sitting_and_Raise_your_hand_to_speak_at_the_same_time_1_clip1,sitting and raise your hand to speak at the same time,164,0.014120583422482014,0.023360589519143105,0.014120582491159439,-8.288486008645179e-10,-29744.25390625,0.013899707235395908,0.017873933538794518,0.013899707235395908,0.0,-78138.015625,0.2203744580001512,0.06015516599291004
Punching_or_Slapping_while_standing_1_clip1,punching or slapping while standing,194,0.014120987616479397,0.023643968626856804,0.014120988547801971,-1.5023086108456596e-09,-35688.64453125,0.014057612977921963,0.018038149923086166,0.014057612977921963,0.0,-106149.90625,0.1725909589999901,0.056068457997753285
sitting_while_Brushing_teeth_clip1,sitting while brushing teeth,226,0.01412128284573555,0.022525737062096596,0.01412128284573555,-1.6317931450515744e-09,-58601.58203125,0.013491036370396614,0.01712517812848091,0.013491036370396614,0.0,-138288.0625,0.30064587499873596,0.05995883300784044
Simultaneously_Tooth_Extraction_and_sitting_2_clip1,simultaneously tooth extraction and sitting,133,0.014121350832283497,0.022845765575766563,0.014121350832283497,-2.975473423205699e-09,-53531.89453125,0.013125560246407986,0.016244715079665184,0.013125560246407986,0.0,-138553.640625,0.13164504199994553,0.05404066600021906
sitting_and_Exchanging_Items_at_the_same_time_clip1,sitting and exchanging items at the same time,119,0.014125869609415531,0.023105349391698837,0.014125869609415531,-1.272115124351103e-08,-30019.82421875,0.01350509375333786,0.016822796314954758,0.01350509375333786,0.0,-75957.9140625,0.16587079199962318,0.040988082997500896
Simultaneously_sitting_and_Smoking_1_clip1,simultaneously sitting and smoking,164,0.014126054011285305,0.02295791544020176,0.014126052148640156,2.9717397431738846e-09,-41586.4296875,0.013474579900503159,0.01687168888747692,0.013474579900503159,0.0,-101513.984375,0.15795804200024577,0.05708370800130069
Simultaneously_Both_wrists_touch_and_standing_clip1,simultaneously both wrists touch and standing,172,0.014127247966825962,0.023328345268964767,0.014127247966825962,-4.174766754516668e-09,-31166.302734375,0.014075790531933308,0.01859290339052677,0.014075790531933308,0.0,-91562.5390625,0.13007775000005495,0.05276058299932629
Playing_with_a_water_gun_during_sitting_1_clip1,playing with a water gun during sitting,181,0.014129525050520897,0.02323712594807148,0.014129525981843472,-8.040989207813709e-09,-38568.078125,0.013570470735430717,0.017017144709825516,0.013570470735430717,0.0,-99531.4140625,0.16611737499988521,0.052276207992690615
walking_during_Adjusting_the_music_clip1,walking during adjusting the music,171,0.014132575131952763,0.02347801811993122,0.014132574200630188,-1.4622987265511256e-08,-23577.423828125,0.015982208773493767,0.02313334308564663,0.015982208773493767,0.0,-71725.546875,0.20300712500102236,0.06252991600194946
sitting_and_Back_Pain_at_the_same_time_clip1,sitting and back pain at the same time,160,0.01414499618113041,0.023296380415558815,0.01414499618113041,-1.5166419231604777e-09,-27970.646484375,0.014410528354346752,0.01865229569375515,0.014410528354346752,0.0,-68576.296875,0.22247404199879384,0.05965420800202992
Sneezing_and_sitting_at_the_same_time_2_clip1,sneezing and sitting at the same time,133,0.01414594054222107,0.02315576560795307,0.01414594054222107,5.61376500840538e-09,-32407.23828125,0.013780680485069752,0.017596883699297905,0.013780680485069752,0.0,-75959.5859375,0.1766648750017339,0.06784858299943153
sitting_while_Driving_clip1,sitting while driving,166,0.014153165742754936,0.02345064841210842,0.014153165742754936,-3.7702023725216804e-09,-30142.658203125,0.014768014661967754,0.019582126289606094,0.014768014661967754,0.0,-78633.1328125,0.2273316659993725,0.05266404199937824
standing_and_Hand_touches_neck_at_the_same_time_2_clip1,standing and hand touches neck at the same time,180,0.01415504701435566,0.02320653572678566,0.014155047945678234,3.95627814953059e-08,-36616.00390625,0.013859061524271965,0.017795894294977188,0.013859061524271965,0.0,-103932.640625,0.23288108299675514,0.06139912499929778
standing_during_Riding_a_Carriage_clip1,standing during riding a carriage,165,0.014158658683300018,0.023411041125655174,0.014158660545945168,1.177575481570159e-09,-13243.513671875,0.015792403370141983,0.022266633808612823,0.015792403370141983,0.0,-67509.9921875,0.1893065000003844,0.05632454100123141
standing_while_Eating_hot_pot_clip1,standing while eating hot pot,202,0.014160476624965668,0.02288561314344406,0.014160475693643093,-1.3640304885598198e-08,-28986.515625,0.013567852787673473,0.01718476414680481,0.013567852787673473,0.0,-94912.9296875,0.27592462500251713,0.05014116699749138
Simultaneously_Tooth_Extraction_and_sitting_1_clip1,simultaneously tooth extraction and sitting,241,0.01416066288948059,0.022908268496394157,0.014160663820803165,-2.378670593827792e-08,-78226.3125,0.01304654497653246,0.016060015186667442,0.01304654497653246,0.0,-189377.25,0.20066779099988707,0.05704758300271351
Hand_pockets_and_standing_at_the_same_time_clip1,hand pockets and standing at the same time,119,0.014161426573991776,0.02327161841094494,0.014161426573991776,-2.1836289221255356e-08,-63511.3671875,0.013501137495040894,0.017035357654094696,0.013501137495040894,0.0,-131747.375,0.11542812500010768,0.0611019159987336
standing_and_Chest_Pain_at_the_same_time_clip1,standing and chest pain at the same time,127,0.014162384904921055,0.02324775606393814,0.014162384904921055,-3.312577323555388e-09,-56070.1484375,0.013795542530715466,0.017416339367628098,0.013795542530715466,0.0,-111878.296875,0.1770675410007243,0.060226999994483776
standing_while_Rub_hands_clip1,standing while rub hands,158,0.014169767498970032,0.023732157424092293,0.014169767498970032,-1.1216424317117557e-10,-67976.8125,0.013578947633504868,0.01708754152059555,0.013578947633504868,0.0,-146555.25,0.2056941660011944,0.05960954100009985
sitting_and_Laundry_at_the_same_time_1_clip1,sitting and laundry at the same time,158,0.014171388000249863,0.023391762748360634,0.014171388000249863,-2.269583454506119e-08,-44321.95703125,0.013699348084628582,0.01725204661488533,0.013699348084628582,0.0,-98653.1640625,0.20111733300291235,0.05629745899932459
Phone_call_gesture_while_sitting_clip1,phone call gesture while sitting,132,0.014174159616231918,0.02309161052107811,0.014174159616231918,-1.96726346324283e-09,-85358.5234375,0.013232450932264328,0.016478940844535828,0.013232450932264328,0.0,-162309.984375,0.133632875000103,0.05935624999983702
Writing_and_standing_at_the_same_time_clip1,writing and standing at the same time,126,0.014176453463733196,0.023065973073244095,0.014176453463733196,-4.842994449916205e-09,-34988.9296875,0.013494867831468582,0.016976775601506233,0.013494867831468582,0.0,-89930.2421875,0.18314908299726085,0.06409245799295604
Brushing_teeth_and_standing_at_the_same_time_1_clip1,brushing teeth and standing at the same time,256,0.014179687947034836,0.023085391148924828,0.014179689809679985,-3.4646892022038855e-09,-57440.48046875,0.013418539427220821,0.01677238568663597,0.013418539427220821,0.0,-157800.78125,0.24836375000001,0.04374529101187363
sitting_while_Holding_the_pill_clip1,sitting while holding the pill,224,0.014180011115968227,0.023379642516374588,0.014180011115968227,6.254542217476455e-09,-46639.6953125,0.013800883665680885,0.017567405477166176,0.013800883665680885,0.0,-103091.5,0.30139970800155425,0.05920295800024178
Simultaneously_sitting_and_Hill_Climbing_clip1,simultaneously sitting and hill climbing,256,0.014181473292410374,0.02328963577747345,0.014181475155055523,2.3404966853490805e-09,-27264.115234375,0.015100819990038872,0.02127331681549549,0.015100819990038872,0.0,-83025.390625,0.23517649999985224,0.05393370799720287
sitting_during_Spread_your_hands_2_clip1,sitting during spread your hands,144,0.014183666557073593,0.0230219978839159,0.014183664694428444,7.99591337585781e-10,-23497.322265625,0.013587542809545994,0.017253994941711426,0.013587542809545994,0.0,-73171.609375,0.1967116250016261,0.05578183400211856
Simultaneously_sitting_and_Hill_Climbing_clip1,simultaneously sitting and hill climbing,256,0.01418389193713665,0.023292668163776398,0.01418389193713665,2.5160931671486253e-10,-27264.7109375,0.015098316594958305,0.021270819008350372,0.015098316594958305,0.0,-83026.9453125,0.23517649999985224,0.04448345898708794
Simultaneously_sitting_and_Hand_touching_face_clip1,simultaneously sitting and hand touching face,134,0.01418415829539299,0.02350836619734764,0.01418415829539299,-1.3369957585496195e-08,-23684.193359375,0.014094481244683266,0.01818264275789261,0.014094481244683266,0.0,-64949.31640625,0.1364688329999808,0.05238358299538959
Adjusting_the_music_while_standing_clip1,adjusting the music while standing,186,0.014189793728291988,0.023668551817536354,0.014189794659614563,1.2673736504709154e-09,-26663.583984375,0.014377027750015259,0.019698090851306915,0.014377027750015259,0.0,-85195.359375,0.17932100000001583,0.035751000003074296
Trembling_while_sitting_clip1,trembling while sitting,142,0.014190166257321835,0.023488016799092293,0.01419016718864441,9.64555901816766e-09,-25727.369140625,0.013766116462647915,0.017826667055487633,0.013766116462647915,0.0,-78126.625,0.19193862499741954,0.06441979200462811
sitting_and_Eating_ice_cream_at_the_same_time_clip1,sitting and eating ice cream at the same time,179,0.014198250137269497,0.02344329282641411,0.014198250137269497,-3.678680027263681e-09,-27565.21484375,0.014960191212594509,0.021219676360487938,0.014960191212594509,0.0,-78884.5859375,0.23559641600149916,0.06241749999753665
sitting_and_Twist_the_waist_at_the_same_time_1_clip1,sitting and twist the waist at the same time,155,0.014199682511389256,0.023337161168456078,0.014199681580066681,5.577969197645416e-10,-48483.265625,0.014061356894671917,0.017766619101166725,0.014061356894671917,0.0,-97478.375,0.2029164170016884,0.061987249995581806
Reading_while_walking_1_clip1,reading while walking,256,0.014200204983353615,0.024012496694922447,0.014200204983353615,-1.203045219000387e-09,-29437.365234375,0.017452118918299675,0.026744887232780457,0.017452118918299675,0.0,-82433.421875,0.24015658299981624,0.05819370898825582
standing_while_Punching_or_Slapping_clip1,standing while punching or slapping,180,0.014203912578523159,0.023380551487207413,0.014203912578523159,-1.4360686861891736e-08,-33800.80859375,0.01409663911908865,0.018316030502319336,0.01409663911908865,0.0,-92506.5859375,0.24065595800129813,0.05341616700752638
Signing_a_contract_during_standing_clip1,signing a contract during standing,216,0.014204133301973343,0.023288246244192123,0.014204133301973343,-5.475336184446178e-09,-38104.7578125,0.013253736309707165,0.016489148139953613,0.013253736309707165,0.0,-137677.796875,0.2032520839998142,0.059210959007032216
Playing_the_Violin_while_standing_1_clip1,playing the violin while standing,256,0.0142047218978405,0.023563995957374573,0.014204723760485649,1.148518258275999e-08,-47193.73046875,0.013659755699336529,0.01728713884949684,0.013659755699336529,0.0,-130052.4296875,0.23826616700011982,0.05437645799247548
standing_during_Playing_handsome_1_clip1,standing during playing handsome,152,0.01420724205672741,0.023099800571799278,0.01420724205672741,-2.2738247396070221e-10,-30967.771484375,0.013402479700744152,0.016960857436060905,0.013402479700744152,0.0,-94367.6484375,0.20823479200043948,0.05826041700493079
Brushing_teeth_and_standing_at_the_same_time_1_clip1,brushing teeth and standing at the same time,256,0.014207476750016212,0.0231656301766634,0.014207476750016212,-1.3319008118628517e-09,-63340.8046875,0.013381093740463257,0.01667066663503647,0.013381093740463257,0.0,-166460.328125,0.24836375000001,0.06034299999009818
Simultaneously_Pointing_at_something_and_sitting_clip1,simultaneously pointing at something and sitting,219,0.014208696782588959,0.023807263001799583,0.014208696782588959,-2.7677637959300228e-08,-53442.93359375,0.013594530522823334,0.01702839322388172,0.013594530522823334,0.0,-124216.0,0.20036333300004117,0.059168291991227306
sitting_while_Cover_face_clip1,sitting while cover face,187,0.014213445596396923,0.02328212559223175,0.014213444665074348,-1.074294697644973e-08,-45991.62890625,0.013475820422172546,0.016874413937330246,0.013475820422172546,0.0,-120468.4140625,0.24536516700027278,0.05718991700268816
standing_and_Talking_on_the_phone_at_the_same_time_clip1,standing and talking on the phone at the same time,256,0.014215628616511822,0.023345844820141792,0.014215628616511822,3.889794264466673e-09,-48135.85546875,0.013982470147311687,0.018210463225841522,0.013982470147311687,0.0,-124355.1328125,0.3527909170006751,0.05535224999766797
Yawning_while_standing_1_clip1,yawning while standing,140,0.014216644689440727,0.023443439975380898,0.014216644689440727,1.1608362049386756e-09,-23297.59375,0.01338185928761959,0.016898222267627716,0.01338185928761959,0.0,-81012.6796875,0.1936083750006219,0.052516041992930695
Simultaneously_Beard_stroking_and_walking_clip1,simultaneously beard stroking and walking,256,0.01422611903399229,0.024371672421693802,0.014226117171347141,-4.637347839064887e-09,-23325.2421875,0.01808805763721466,0.028819266706705093,0.01808805763721466,0.0,-87724.984375,0.23255650000010064,0.062032875008299015
Reading_and_standing_at_the_same_time_1_clip1,reading and standing at the same time,256,0.014227848500013351,0.023183859884738922,0.014227848500013351,3.433124007301558e-09,-68915.6328125,0.013381649740040302,0.016711311414837837,0.013381649740040302,0.0,-175949.875,0.25039270799993574,0.06423154100775719
Simultaneously_Akimbo_and_standing_2_clip1,simultaneously akimbo and standing,138,0.014232088811695576,0.02333473041653633,0.014232088811695576,-4.6746952975240674e-09,-40715.58203125,0.013167978264391422,0.016380848363041878,0.013167978264391422,0.0,-111939.9296875,0.1409510409998802,0.05969208299939055
Simultaneously_Tooth_Extraction_and_sitting_clip1,simultaneously tooth extraction and sitting,168,0.014233548194169998,0.022915473207831383,0.014233548194169998,1.665263305028475e-08,-50450.81640625,0.012951772660017014,0.015894455835223198,0.012951772660017014,0.0,-136447.609375,0.15911487500034127,0.059987999993609264
walking_and_Rowing_at_the_same_time_2_clip1,walking and rowing at the same time,192,0.014243158511817455,0.02366775833070278,0.014243158511817455,1.1494876162032597e-08,-25076.77734375,0.01779409870505333,0.02699267864227295,0.01779409870505333,0.0,-70681.4609375,0.24667020800188766,0.05587162499432452
Simultaneously_Eating_ice_cream_and_standing_clip1,simultaneously eating ice cream and standing,171,0.014243722893297672,0.02317953109741211,0.014243722893297672,-1.494211687713687e-08,-37307.51171875,0.01317242719233036,0.016250303015112877,0.01317242719233036,0.0,-114017.0,0.15433937499983585,0.05494945799000561
Reading_and_standing_at_the_same_time_1_clip1,reading and standing at the same time,256,0.014247450046241283,0.0232022013515234,0.014247450046241283,-3.4060457232421015e-10,-88409.359375,0.013350591994822025,0.0166618674993515,0.013350591994822025,0.0,-228430.0,0.25039270799993574,0.051774749998003244
Simultaneously_Number_8_and_sitting_clip1,simultaneously number 8 and sitting,244,0.014247632585465908,0.02423808164894581,0.014247632585465908,-2.6967303945468757e-09,-25228.931640625,0.014217249117791653,0.018300510942935944,0.014217249117791653,0.0,-105163.5,0.21615866699994513,0.0611023330129683
Eating_during_walking_clip1,eating during walking,256,0.01424829289317131,0.024184318259358406,0.014248291961848736,-1.455260179028528e-08,-22061.091796875,0.017400071024894714,0.027057303115725517,0.017400071024894714,0.0,-94987.5234375,0.25536283299993556,0.05610687499574851
Row_a_boat_and_walking_at_the_same_time_clip1,row a boat and walking at the same time,246,0.014248673804104328,0.023662066087126732,0.014248672872781754,1.3472100102163154e-09,-26751.90234375,0.016935041174292564,0.02466520108282566,0.016935041174292564,0.0,-86210.171875,0.2122879579999335,0.057092791990726255
standing_and_Talking_on_the_phone_at_the_same_time_clip1,standing and talking on the phone at the same time,256,0.014251683838665485,0.023399358615279198,0.014251683838665485,-1.634290569541008e-08,-47870.66796875,0.013882515951991081,0.017941216006875038,0.013882515951991081,0.0,-123302.9140625,0.3527909170006751,0.06168408298981376
standing_and_Rocket_Launch_at_the_same_time_clip1,standing and rocket launch at the same time,102,0.014253263361752033,0.02333090640604496,0.014253263361752033,-2.1360733626352157e-08,-37562.95703125,0.013284214772284031,0.01666395552456379,0.013284214772284031,0.0,-94489.3828125,0.15244891600013943,0.06765533299767412
sitting_while_Salute_1_clip1,sitting while salute,149,0.014254264533519745,0.02367521822452545,0.014254264533519745,-6.156091636455585e-09,-30621.154296875,0.013972176238894463,0.01792054809629917,0.013972176238894463,0.0,-76222.34375,0.2129574999999022,0.04788666700187605
Shaking_head_and_head_during_standing_clip1,shaking head and head during standing,163,0.014254847541451454,0.02376156859099865,0.014254847541451454,-1.0217023893588362e-09,-62567.11328125,0.01310401689261198,0.016183895990252495,0.01310401689261198,0.0,-173091.578125,0.15026112499981537,0.056687499993131496
sitting_while_Stand_up_1_clip1,sitting while stand up,155,0.014256223104894161,0.023595308884978294,0.01425622496753931,-3.981938334618462e-09,-34527.0078125,0.0136197404935956,0.017189953476190567,0.0136197404935956,0.0,-80247.203125,0.19415279200256919,0.056624207994900644
Simultaneously_standing_and_Hat_Throwing_clip1,simultaneously standing and hat throwing,179,0.01426320243626833,0.023716319352388382,0.01426320243626833,-5.518787649094747e-09,-21118.43359375,0.014817506074905396,0.020764824002981186,0.014817506074905396,0.0,-79189.9609375,0.24421299999994517,0.0514052910002647
sitting_and_Playing_with_mobile_phones_or_tablets_at_the_same_time_clip1,sitting and playing with mobile phones or tablets at the same time,256,0.014263377524912357,0.02389887347817421,0.014263377524912357,-2.8410875874129715e-09,-44022.51953125,0.01352562103420496,0.016729995608329773,0.01352562103420496,0.0,-117324.9765625,0.36926587500056485,0.057932084004278295
Phone_call_gesture_while_sitting_1_clip1,phone call gesture while sitting,160,0.014264863915741444,0.02340364083647728,0.014264864847064018,-3.509740720275545e-09,-39281.16015625,0.013081328012049198,0.01610144041478634,0.013081328012049198,0.0,-95780.46875,0.14928325000005316,0.05954941699746996
sitting_during_Phone_call_gesture_1_clip1,sitting during phone call gesture,122,0.014266449958086014,0.023143857717514038,0.014266449958086014,-4.217835858355556e-09,-42762.234375,0.013177810236811638,0.016370531171560287,0.013177810236811638,0.0,-108761.109375,0.17056087499804562,0.05464520800160244
walking_during_Hand_touches_neck_clip1,walking during hand touches neck,203,0.014266770333051682,0.023864462971687317,0.014266769401729107,-1.6799351909568827e-09,-21800.53515625,0.016920840367674828,0.02523697167634964,0.016920840367674828,0.0,-78404.0546875,0.2418223750028119,0.0587599590071477
sitting_during_Coin_Toss_1_clip1,sitting during coin toss,191,0.014273935928940773,0.02330668829381466,0.014273934997618198,-8.826380515358778e-09,-31853.119140625,0.013633414171636105,0.01748577132821083,0.013633414171636105,0.0,-89832.21875,0.26887891700243927,0.05997237500560004
Calling_during_sitting_clip1,calling during sitting,256,0.0142750795930624,0.0236206091940403,0.0142750795930624,3.0844409248942384e-09,-35023.9921875,0.013888657093048096,0.018741050735116005,0.013888657093048096,0.0,-119046.59375,0.2481165840000017,0.06428033301199321
sitting_and_Exchanging_Items_at_the_same_time_1_clip1,sitting and exchanging items at the same time,119,0.01427775714546442,0.023610107600688934,0.01427775714546442,-1.6292894144953607e-08,-28796.720703125,0.013472191989421844,0.01684681326150894,0.013472191989421844,0.0,-88025.9140625,0.15898408299835864,0.05947870800446253
Simultaneously_Hand_touching_face_and_sitting_clip1,simultaneously hand touching face and sitting,181,0.014280807226896286,0.02355913259088993,0.014280807226896286,9.98797755613623e-09,-25926.716796875,0.013821425847709179,0.01834479346871376,0.013821425847709179,0.0,-85085.8359375,0.1730682910001633,0.056989040996995755
standing_and_Number_8_at_the_same_time_clip1,standing and number 8 at the same time,156,0.01428554393351078,0.023655442520976067,0.01428554393351078,7.624668119099454e-10,-28009.509765625,0.014612582512199879,0.019427839666604996,0.014612582512199879,0.0,-76494.7421875,0.2207399170001736,0.05686062500171829
standing_while_Unscrewing_bottle_caps_clip1,standing while unscrewing bottle caps,193,0.014287738129496574,0.0230435561388731,0.014287738129496574,5.419471982293089e-09,-38497.23046875,0.013387368991971016,0.016759194433689117,0.013387368991971016,0.0,-145611.75,0.2571278750001511,0.055765957993571647
Removing_items_from_pockets_while_sitting_clip1,removing items from pockets while sitting,189,0.014288969337940216,0.023752624168992043,0.014288969337940216,-2.9412595026201416e-08,-28962.9140625,0.014256984926760197,0.019326992332935333,0.014256984926760197,0.0,-83984.78125,0.18257358400001067,0.06021491599676665
sitting_and_Trimming_Plants_at_the_same_time_1_clip1,sitting and trimming plants at the same time,205,0.014290760271251202,0.023366687819361687,0.014290761202573776,-3.372275791946322e-09,-29014.25390625,0.015350637957453728,0.02094981260597706,0.015350637957453728,0.0,-81567.9453125,0.2734547920008481,0.05942095900536515
Simultaneously_Both_wrists_touch_and_standing_1_clip1,simultaneously both wrists touch and standing,145,0.014296384528279305,0.023898879066109657,0.014296384528279305,-9.166356562673172e-11,-19972.494140625,0.014403683133423328,0.020241105929017067,0.014403683133423328,0.0,-64457.66015625,0.14749750000009954,0.05618245800724253
Singing_during_sitting_1_clip1,singing during sitting,153,0.014296665787696838,0.023042665794491768,0.014296665787696838,-3.5128870923273325e-09,-33260.58984375,0.013070391491055489,0.016046490520238876,0.013070391491055489,0.0,-106604.0,0.20969133299877285,0.051471708007738926
Simultaneously_standing_and_Playing_with_a_top_1_clip1,simultaneously standing and playing with a top,138,0.014296919107437134,0.023462222889065742,0.014296919107437134,3.707973261768416e-09,-27289.169921875,0.013874048367142677,0.01804748736321926,0.013874048367142677,0.0,-81322.8046875,0.1822459580002942,0.046943833003751934
